timestamp_ms,wall_time,voltage_MQ8,voltage_MQ135,voltage_MQ3,voltage_MQ5,voltage_MQ4,voltage_MQ7,voltage_MQ6,voltage_MQ2
1135488,2026-07-13T07:05:27.353837+00:00,-1.0378e-05,0.172516704,0.001676777,-5.4419e-05,-0.000565344,-0.000770655,-0.001130463,2.38003087
1135488,2026-07-13T07:05:27.354833+00:00,-1.0378e-05,0.172516704,0.001676777,-5.4419e-05,-0.000565344,-0.000770655,-0.001130463,2.38003087
1136490,2026-07-13T07:05:28.349825+00:00,1.355782274e-06,0.172467619,0.001719444,-5.541e-05,-0.000583573,-0.0007512,-0.001083333,2.37935853
1136490,2026-07-13T07:05:28.349825+00:00,1.355782274e-06,0.172467619,0.001719444,-5.541e-05,-0.000583573,-0.0007512,-0.001083333,2.37935853
1137493,2026-07-13T07:05:29.351840+00:00,1.5366e-05,0.172486082,0.001758832,-6.24e-05,-0.000583967,-0.000757333,-0.001074715,2.379662991
1137493,2026-07-13T07:05:29.352832+00:00,1.5366e-05,0.172486082,0.001758832,-6.24e-05,-0.000583967,-0.000757333,-0.001074715,2.379662991
1138502,2026-07-13T07:05:30.367838+00:00,2.3258e-05,0.172515735,0.001838617,-8.0204e-05,-0.000573315,-0.000755909,-0.001112964,2.379160404
1138502,2026-07-13T07:05:30.368839+00:00,2.3258e-05,0.172515735,0.001838617,-8.0204e-05,-0.000573315,-0.000755909,-0.001112964,2.379160404
1139509,2026-07-13T07:05:31.372835+00:00,1.5668e-05,0.172627628,0.001763461,-9.5352e-05,-0.000561054,-0.000775256,-0.001084593,2.378472567
1139509,2026-07-13T07:05:31.373834+00:00,1.5668e-05,0.172627628,0.001763461,-9.5352e-05,-0.000561054,-0.000775256,-0.001084593,2.378472567
1140522,2026-07-13T07:05:32.379832+00:00,3.0085e-05,0.17250587,0.00170497,-9.6049e-05,-0.000571886,-0.000760104,-0.001076109,2.379053354
1140522,2026-07-13T07:05:32.380838+00:00,3.0085e-05,0.17250587,0.00170497,-9.6049e-05,-0.000571886,-0.000760104,-0.001076109,2.379053354
1141536,2026-07-13T07:05:33.396836+00:00,4.2183e-05,0.172563821,0.001768557,-9.8769e-05,-0.00058795,-0.000747126,-0.001139118,2.37872076
1141536,2026-07-13T07:05:33.397838+00:00,4.2183e-05,0.172563821,0.001768557,-9.8769e-05,-0.00058795,-0.000747126,-0.001139118,2.37872076
1142547,2026-07-13T07:05:34.408463+00:00,4.6474e-05,0.172519341,0.00188168,-0.000105161,-0.000594725,-0.000746158,-0.001149897,2.378237009
1142547,2026-07-13T07:05:34.409464+00:00,4.6474e-05,0.172519341,0.00188168,-0.000105161,-0.000594725,-0.000746158,-0.001149897,2.378237009
1143551,2026-07-13T07:05:35.409466+00:00,5.5468e-05,0.172509909,0.001787864,-0.000110638,-0.000605161,-0.000734279,-0.00116291,2.377526283
1143551,2026-07-13T07:05:35.410459+00:00,5.5468e-05,0.172509909,0.001787864,-0.000110638,-0.000605161,-0.000734279,-0.00116291,2.377526283
1144560,2026-07-13T07:05:36.424612+00:00,5.1046e-05,0.172640041,0.001798313,-9.9896e-05,-0.00059724,-0.000738605,-0.001242252,2.377519608
1144560,2026-07-13T07:05:36.424612+00:00,5.1046e-05,0.172640041,0.001798313,-9.9896e-05,-0.00059724,-0.000738605,-0.001242252,2.377519608
1145564,2026-07-13T07:05:37.428606+00:00,5.7166e-05,0.172507882,0.001899039,-9.5571e-05,-0.000605889,-0.000738258,-0.001263793,2.379227638
1145564,2026-07-13T07:05:37.429612+00:00,5.7166e-05,0.172507882,0.001899039,-9.5571e-05,-0.000605889,-0.000738258,-0.001263793,2.379227638
1146579,2026-07-13T07:05:38.437612+00:00,5.9975e-05,0.172587067,0.001861474,-6.6395e-05,-0.000597294,-0.000747589,-0.001293405,2.379558802
1146579,2026-07-13T07:05:38.438616+00:00,5.9975e-05,0.172587067,0.001861474,-6.6395e-05,-0.000597294,-0.000747589,-0.001293405,2.379558802
1147592,2026-07-13T07:05:39.456630+00:00,5.3954e-05,0.172509715,0.001783066,-7.8662e-05,-0.000594993,-0.000742151,-0.001263255,2.380790234
1147592,2026-07-13T07:05:39.457621+00:00,5.3954e-05,0.172509715,0.001783066,-7.8662e-05,-0.000594993,-0.000742151,-0.001263255,2.380790234
1148607,2026-07-13T07:05:40.468608+00:00,5.0439e-05,0.172573894,0.001813958,-8.2536e-05,-0.00060177,-0.00074942,-0.001216978,2.380861998
1148607,2026-07-13T07:05:40.468608+00:00,5.0439e-05,0.172573894,0.001813958,-8.2536e-05,-0.00060177,-0.00074942,-0.001216978,2.380861998
