timestamp_ms,wall_time,voltage_MQ8,voltage_MQ135,voltage_MQ3,voltage_MQ5,voltage_MQ4,voltage_MQ7,voltage_MQ6,voltage_MQ2
12426,2026-07-13T07:32:27.832345+00:00,0,0,0,0,0,0,0,0
12426,2026-07-13T07:32:27.832345+00:00,0,0,0,0,0,0,0,0
13466,2026-07-13T07:32:28.869364+00:00,0,0,0,0,0,0,0,0
13466,2026-07-13T07:32:28.869364+00:00,0,0,0,0,0,0,0,0
14472,2026-07-13T07:32:29.880385+00:00,0,0,0,0,0,0,0,0
14472,2026-07-13T07:32:29.880385+00:00,0,0,0,0,0,0,0,0
15477,2026-07-13T07:32:30.891388+00:00,0,0,0,0,0,0,0,0
15477,2026-07-13T07:32:30.892388+00:00,0,0,0,0,0,0,0,0
16496,2026-07-13T07:32:31.900392+00:00,0,0,0,0,0,0,0,0
16496,2026-07-13T07:32:31.900392+00:00,0,0,0,0,0,0,0,0
17500,2026-07-13T07:32:32.911395+00:00,0,0,0,0,0,0,0,0
17500,2026-07-13T07:32:32.911395+00:00,0,0,0,0,0,0,0,0
18504,2026-07-13T07:32:33.706390+00:00,0,0,0,0,0,0,0,0
18504,2026-07-13T07:32:33.706390+00:00,0,0,0,0,0,0,0,0
19480,2026-07-13T07:32:34.682456+00:00,0,0,0,0,0,0,0,0
19480,2026-07-13T07:32:34.682456+00:00,0,0,0,0,0,0,0,0
20503,2026-07-13T07:32:35.913455+00:00,0,0,0,0,0,0,0,0
20503,2026-07-13T07:32:35.913455+00:00,0,0,0,0,0,0,0,0
21510,2026-07-13T07:32:36.927034+00:00,0,0,0,0,0,0,0,0
21510,2026-07-13T07:32:36.927034+00:00,0,0,0,0,0,0,0,0
22517,2026-07-13T07:32:37.932041+00:00,0,0,0,0,0,0,0,0
22517,2026-07-13T07:32:37.932041+00:00,0,0,0,0,0,0,0,0
23524,2026-07-13T07:32:38.882030+00:00,0,0,0,0,0,0,0,0
23524,2026-07-13T07:32:38.883035+00:00,0,0,0,0,0,0,0,0
24553,2026-07-13T07:32:39.961028+00:00,0,0,0,0,0,0,0,0
24553,2026-07-13T07:32:39.962040+00:00,0,0,0,0,0,0,0,0
25560,2026-07-13T07:32:40.843033+00:00,0,0,0,0,0,0,0,0
25560,2026-07-13T07:32:40.844033+00:00,0,0,0,0,0,0,0,0
26578,2026-07-13T07:32:41.976030+00:00,0,0,0,0,0,0,0,0
26578,2026-07-13T07:32:41.977035+00:00,0,0,0,0,0,0,0,0
27545,2026-07-13T07:32:42.783034+00:00,0,0,0,0,0,0,0,0
27545,2026-07-13T07:32:42.784036+00:00,0,0,0,0,0,0,0,0
28553,2026-07-13T07:32:43.965029+00:00,0,0,0,0,0,0,0,0
28553,2026-07-13T07:32:43.965029+00:00,0,0,0,0,0,0,0,0
29558,2026-07-13T07:32:44.964132+00:00,0,0,0,0,0,0,0,0
29558,2026-07-13T07:32:44.964132+00:00,0,0,0,0,0,0,0,0
30562,2026-07-13T07:32:45.909128+00:00,0,0,0,0,0,0,0,0
30562,2026-07-13T07:32:45.910149+00:00,0,0,0,0,0,0,0,0
31603,2026-07-13T07:32:47.011137+00:00,0,0,0,0,0,0,0,0
31603,2026-07-13T07:32:47.011137+00:00,0,0,0,0,0,0,0,0
32608,2026-07-13T07:32:48.026329+00:00,0,0,0,0,0,0,0,0
32608,2026-07-13T07:32:48.026329+00:00,0,0,0,0,0,0,0,0
33622,2026-07-13T07:32:49.036342+00:00,0,0,0,0,0,0,0,0
33622,2026-07-13T07:32:49.036342+00:00,0,0,0,0,0,0,0,0
34626,2026-07-13T07:32:50.038332+00:00,0,0,0,0,0,0,0,0
34626,2026-07-13T07:32:50.038332+00:00,0,0,0,0,0,0,0,0
35680,2026-07-13T07:32:51.032334+00:00,0,0,0,0,0,0,0,0
