timestamp_ms,wall_time,voltage_MQ8,voltage_MQ135,voltage_MQ3,voltage_MQ5,voltage_MQ4,voltage_MQ7,voltage_MQ6,voltage_MQ2
498047,2026-07-15T03:42:13.153910+00:00,-6.4141e-05,0.008812982,0.010625249,0.01050109,0.006188483,0.002911676,0.001565696,-0.007845329
498047,2026-07-15T03:42:13.153910+00:00,-6.4141e-05,0.008812982,0.010625249,0.01050109,0.006188483,0.002911676,0.001565696,-0.007845329
499062,2026-07-15T03:42:14.171279+00:00,-0.000230402,0.008838946,0.011148406,0.010594639,0.006811765,0.00356492,0.001818677,-0.008612553
499062,2026-07-15T03:42:14.171279+00:00,-0.000230402,0.008838946,0.011148406,0.010594639,0.006811765,0.00356492,0.001818677,-0.008612553
500066,2026-07-15T03:42:15.176154+00:00,-0.00032641,0.008857743,0.011730864,0.010396882,0.007323471,0.003776116,0.00139542,-0.007568275
500066,2026-07-15T03:42:15.176154+00:00,-0.00032641,0.008857743,0.011730864,0.010396882,0.007323471,0.003776116,0.00139542,-0.007568275
501070,2026-07-15T03:42:16.180882+00:00,-0.000445803,0.008879414,0.011476521,0.01058602,0.007299376,0.003693136,0.001552913,-0.008253586
501070,2026-07-15T03:42:16.180882+00:00,-0.000445803,0.008879414,0.011476521,0.01058602,0.007299376,0.003693136,0.001552913,-0.008253586
502079,2026-07-15T03:42:17.186257+00:00,-0.000470516,0.008787334,0.011400784,0.010500226,0.00654425,0.00418235,0.000876741,-0.008006657
502079,2026-07-15T03:42:17.186257+00:00,-0.000470516,0.008787334,0.011400784,0.010500226,0.00654425,0.00418235,0.000876741,-0.008006657
503085,2026-07-15T03:42:18.191858+00:00,-0.000488227,0.009115535,0.012276549,0.011033859,0.006908299,0.003938701,0.000449967,-0.00756954
503085,2026-07-15T03:42:18.191858+00:00,-0.000488227,0.009115535,0.012276549,0.011033859,0.006908299,0.003938701,0.000449967,-0.00756954
504090,2026-07-15T03:42:19.198248+00:00,-0.000484626,0.008492602,0.011253423,0.010355456,0.007646629,0.003145582,-0.00015797,-0.006891739
504090,2026-07-15T03:42:19.198248+00:00,-0.000484626,0.008492602,0.011253423,0.010355456,0.007646629,0.003145582,-0.00015797,-0.006891739
505095,2026-07-15T03:42:20.204883+00:00,-0.000465358,0.00928863,0.011555973,0.010627421,0.007674291,0.003195755,4.127e-05,-0.007902897
505095,2026-07-15T03:42:20.204883+00:00,-0.000465358,0.00928863,0.011555973,0.010627421,0.007674291,0.003195755,4.127e-05,-0.007902897
506102,2026-07-15T03:42:21.211529+00:00,-0.000475371,0.009569513,0.010886559,0.01145754,0.007893995,0.00293752,-7.6549e-05,-0.008152777
506102,2026-07-15T03:42:21.211529+00:00,-0.000475371,0.009569513,0.010886559,0.01145754,0.007893995,0.00293752,-7.6549e-05,-0.008152777
507107,2026-07-15T03:42:22.205995+00:00,-0.000463978,0.009325635,0.010630053,0.010721962,0.008738069,0.002294539,-0.000856079,-0.008267841
507107,2026-07-15T03:42:22.205995+00:00,-0.000463978,0.009325635,0.010630053,0.010721962,0.008738069,0.002294539,-0.000856079,-0.008267841
