timestamp_ms,wall_time,voltage_MQ8,voltage_MQ135,voltage_MQ3,voltage_MQ5,voltage_MQ4,voltage_MQ7,voltage_MQ6,voltage_MQ2
92327,2026-07-15T03:50:05.977046+00:00,-0.000554627,0.00390158,0.009147375,0.000411943,-0.003747781,-0.003468395,-0.007703386,-0.015291234
92327,2026-07-15T03:50:05.977046+00:00,-0.000554627,0.00390158,0.009147375,0.000411943,-0.003747781,-0.003468395,-0.007703386,-0.015291234
93330,2026-07-15T03:50:06.983038+00:00,-0.000535881,0.003495561,0.009145204,0.000413342,-0.003801149,-0.003453959,-0.008282542,-0.015289471
93330,2026-07-15T03:50:06.983038+00:00,-0.000535881,0.003495561,0.009145204,0.000413342,-0.003801149,-0.003453959,-0.008282542,-0.015289471
94346,2026-07-15T03:50:07.991177+00:00,-0.00054093,0.003383168,0.008687899,0.000411025,-0.003553132,-0.003578361,-0.008773157,-0.015294222
94346,2026-07-15T03:50:07.992227+00:00,-0.00054093,0.003383168,0.008687899,0.000411025,-0.003553132,-0.003578361,-0.008773157,-0.015294222
95358,2026-07-15T03:50:09.004381+00:00,-0.000511635,0.003084082,0.008655051,7.3882e-05,-0.003550484,-0.003961717,-0.009395299,-0.0152923
95358,2026-07-15T03:50:09.004381+00:00,-0.000511635,0.003084082,0.008655051,7.3882e-05,-0.003550484,-0.003961717,-0.009395299,-0.0152923
96363,2026-07-15T03:50:10.007874+00:00,-0.000504823,0.003054542,0.00779906,6.6892e-05,-0.003577662,-0.004660022,-0.009808762,-0.015244688
96363,2026-07-15T03:50:10.007874+00:00,-0.000504823,0.003054542,0.00779906,6.6892e-05,-0.003577662,-0.004660022,-0.009808762,-0.015244688
97370,2026-07-15T03:50:11.015459+00:00,-0.00050454,0.003060345,0.007881324,-0.000359631,-0.004380672,-0.004877107,-0.009794635,-0.015242331
97370,2026-07-15T03:50:11.016478+00:00,-0.00050454,0.003060345,0.007881324,-0.000359631,-0.004380672,-0.004877107,-0.009794635,-0.015242331
98373,2026-07-15T03:50:12.020004+00:00,-0.000481278,0.003082372,0.007431489,-0.000941608,-0.004434378,-0.005210318,-0.009832369,-0.015257567
98373,2026-07-15T03:50:12.020004+00:00,-0.000481278,0.003082372,0.007431489,-0.000941608,-0.004434378,-0.005210318,-0.009832369,-0.015257567
99381,2026-07-15T03:50:13.023683+00:00,-0.000474661,0.003012891,0.007332866,-0.000949743,-0.004805665,-0.00555843,-0.010644289,-0.015254234
99381,2026-07-15T03:50:13.023683+00:00,-0.000474661,0.003012891,0.007332866,-0.000949743,-0.004805665,-0.00555843,-0.010644289,-0.015254234
