timestamp_ms,wall_time,voltage_MQ8,voltage_MQ135,voltage_MQ3,voltage_MQ5,voltage_MQ4,voltage_MQ7,voltage_MQ6,voltage_MQ2,saturated
218716,2026-07-15T14:25:50.425898+00:00,-0.000558297,0.002251124,0.009319361,0.00043957,0.003389298,-0.007011344,-0.006170171,-0.015077092,0
219716,2026-07-15T14:25:51.413149+00:00,-0.000558566,0.002238458,0.010022791,0.000983345,0.003395615,-0.007037145,-0.005722083,-0.015068283,0
220724,2026-07-15T14:25:52.420284+00:00,-0.000584034,0.002235404,0.010544548,0.00138535,0.003393687,-0.007024089,-0.005857644,-0.015082149,0
221729,2026-07-15T14:25:53.424905+00:00,-0.00057077,0.002233212,0.010840513,0.000918688,0.003271017,-0.007027325,-0.005620107,-0.015086022,0
222734,2026-07-15T14:25:54.431452+00:00,-0.00056164,0.002211674,0.011045553,0.000904927,0.002455312,-0.007022392,-0.005703038,-0.015096428,0
223739,2026-07-15T14:25:55.438099+00:00,-0.000560308,0.002174998,0.011317465,0.000823447,0.003159636,-0.006993995,-0.006289133,-0.015082018,0
224746,2026-07-15T14:25:56.444680+00:00,-0.000546268,0.002173451,0.011548789,0.001157336,0.002892045,-0.006977382,-0.006518069,-0.015071921,0
225751,2026-07-15T14:25:57.447291+00:00,-0.000542822,0.002182225,0.010656008,0.001716424,0.003091083,-0.006975877,-0.00689735,-0.015067643,0
226757,2026-07-15T14:25:58.453432+00:00,-0.000510144,0.002186254,0.011660404,0.001421222,0.002790038,-0.006971076,-0.006469739,-0.015061882,0
227758,2026-07-15T14:25:59.453913+00:00,-0.00015378,0.002166849,0.011078303,0.001245681,0.003126493,-0.006995225,-0.006461229,-0.015068633,0
228760,2026-07-15T14:26:00.456373+00:00,-0.000103543,0.002163064,0.011362328,0.001357585,0.003447752,-0.006980264,-0.006036181,-0.01505034,0
229764,2026-07-15T14:26:01.459522+00:00,-0.000117016,0.002195481,0.011299944,0.000872481,0.003664808,-0.006945339,-0.005673126,-0.015056081,0
230766,2026-07-15T14:26:02.463012+00:00,-0.000116333,0.002194413,0.010650426,0.000679702,0.0041405,-0.006945216,-0.005455802,-0.015069768,0
231770,2026-07-15T14:26:03.465662+00:00,0.000109654,0.002182634,0.010063739,0.000668748,0.004221766,-0.006971029,-0.005261594,-0.015088275,0
232772,2026-07-15T14:26:04.469907+00:00,0.000187189,0.00220861,0.010127074,0.000668528,0.004237988,-0.006980246,-0.005278901,-0.015084314,0
233787,2026-07-15T14:26:05.484921+00:00,0.000308819,0.002234547,0.009360146,0.000822585,0.003919439,-0.006992669,-0.004942699,-0.015108675,0
234791,2026-07-15T14:26:06.486751+00:00,0.000365117,0.002269782,0.009114759,0.000740544,0.003746939,-0.006979507,-0.005182627,-0.015127087,0
235795,2026-07-15T14:26:07.492279+00:00,0.000392431,0.00227905,0.010006464,0.000186617,0.002911191,-0.006965411,-0.004929696,-0.015121113,0
236796,2026-07-15T14:26:08.492226+00:00,0.00036525,0.002274319,0.009258552,-0.000156853,0.002439575,-0.00694761,-0.004771145,-0.015110714,0
237798,2026-07-15T14:26:09.494363+00:00,3.9848e-05,0.002284744,0.008979512,-0.000167863,0.002558141,-0.006935702,-0.00472946,-0.015102742,0
238803,2026-07-15T14:26:10.502077+00:00,2.9721e-05,0.002296927,0.00951564,-0.000277152,0.002304005,-0.006939821,-0.005412891,-0.01516203,0
239807,2026-07-15T14:26:11.501778+00:00,3.5719e-05,0.002277396,0.009861523,-0.000109791,0.001973593,-0.006987981,-0.006286461,-0.015151149,0
240822,2026-07-15T14:26:12.519327+00:00,0.000422112,0.002264034,0.009934837,-0.000299243,0.001461074,-0.007001882,-0.005483216,-0.015141699,0
241825,2026-07-15T14:26:13.522438+00:00,0.000436097,0.00227698,0.010796513,-0.00010715,0.001761,-0.006980796,-0.004947097,-0.015147634,0
242832,2026-07-15T14:26:14.529271+00:00,0.000353214,0.002265497,0.010792817,0.00010655,0.002032037,-0.006980296,-0.004670178,-0.015153171,0
243838,2026-07-15T14:26:15.533509+00:00,0.000233538,0.002269629,0.011312324,0.000198306,0.002045386,-0.006852928,-0.004853706,-0.01515069,0
244842,2026-07-15T14:26:16.540258+00:00,0.000348747,0.002245977,0.011210306,0.000537633,0.002600666,-0.006781833,-0.004318662,-0.015154181,0
245846,2026-07-15T14:26:17.545887+00:00,0.000337918,0.00224365,0.010208354,0.000912204,0.003716564,-0.006765732,-0.003349825,-0.015127348,0
246850,2026-07-15T14:26:18.546713+00:00,0.000349444,0.002243854,0.009983559,0.001823172,0.003933376,-0.0067918,-0.003570816,-0.015134004,0
247855,2026-07-15T14:26:19.553673+00:00,0.000858844,0.002235009,0.010978232,0.001904463,0.00404553,-0.006075763,-0.003289335,-0.015123492,0
248862,2026-07-15T14:26:20.560919+00:00,0.000936474,0.002233883,0.010792052,0.002323207,0.004128371,-0.005953948,-0.00224823,-0.015069949,0
249869,2026-07-15T14:26:21.567073+00:00,0.001044309,0.002238184,0.009856939,0.002260645,0.004485467,-0.005632322,-0.002095484,-0.015066849,0
250877,2026-07-15T14:26:22.574192+00:00,0.00066047,0.002225619,0.010133289,0.002874919,0.005313556,-0.005231696,-0.002434803,-0.015071755,0
251883,2026-07-15T14:26:23.581553+00:00,0.001084377,0.00222308,0.00998132,0.003040804,0.005837147,-0.004984315,-0.002536524,-0.01507656,0
252891,2026-07-15T14:26:24.588330+00:00,0.001118813,0.002225817,0.009964895,0.00335779,0.006336766,-0.00497309,-0.002749673,-0.015072999,0
253906,2026-07-15T14:26:25.602498+00:00,0.001711744,0.002225222,0.010375107,0.003509936,0.006274058,-0.004905609,-0.002069112,-0.015051288,0
254913,2026-07-15T14:26:26.613948+00:00,0.002230803,0.002248506,0.010449652,0.002900491,0.006225653,-0.004836364,-0.002530777,-0.015044297,0
255918,2026-07-15T14:26:27.613568+00:00,0.002287844,0.002239789,0.010592571,0.003037935,0.005945892,-0.004888479,-0.002648648,-0.015068184,0
256934,2026-07-15T14:26:28.630863+00:00,0.002651008,0.002250118,0.010592026,0.002223258,0.006015381,-0.004876045,-0.001844717,-0.015079568,0
257939,2026-07-15T14:26:29.636671+00:00,0.002627199,0.002267526,0.010003047,0.002357268,0.005969884,-0.005598874,-0.002423361,-0.015083112,0
258941,2026-07-15T14:26:30.651937+00:00,0.002557677,0.002255807,0.008965066,0.002326901,0.006437629,-0.005674927,-0.002291396,-0.015108769,0
259956,2026-07-15T14:26:31.652403+00:00,0.003165123,0.002266143,0.009242864,0.002707703,0.006955849,-0.005574416,-0.001400358,-0.015118998,0
260958,2026-07-15T14:26:32.654994+00:00,0.003344567,0.002301641,0.009492673,0.002421459,0.006484827,-0.005631581,-0.001614783,-0.015106547,0
261959,2026-07-15T14:26:33.656803+00:00,0.002693171,0.00231021,0.008958928,0.00305085,0.00604886,-0.005625305,-0.00201709,-0.015095929,0
262960,2026-07-15T14:26:34.659714+00:00,0.002665654,0.002302043,0.009209084,0.002639969,0.006188929,-0.00552485,-0.002419317,-0.015092114,0
263966,2026-07-15T14:26:35.669636+00:00,0.002066069,0.002316897,0.008355948,0.00261331,0.006973187,-0.00549488,-0.002513074,-0.015123363,0
264977,2026-07-15T14:26:36.679231+00:00,0.001364708,0.002290423,0.008277335,0.003270139,0.006317059,-0.00560921,-0.001794796,-0.01511274,0
265981,2026-07-15T14:26:37.681743+00:00,0.001352167,0.002310654,0.008712644,0.00298654,0.006157643,-0.005564935,-0.002224006,-0.015100112,0
266991,2026-07-15T14:26:38.687295+00:00,0.000960345,0.002306137,0.009207884,0.003158557,0.007009286,-0.00545882,-0.002461863,-0.015103951,0
267995,2026-07-15T14:26:39.706138+00:00,0.000752981,0.002298089,0.009158067,0.003495208,0.007210174,-0.005014361,-0.001813975,-0.0151169,0
268997,2026-07-15T14:26:40.693770+00:00,0.00076006,0.0022884,0.010061844,0.003946921,0.007180058,-0.00441151,-0.001953432,-0.015099563,0
270001,2026-07-15T14:26:41.699201+00:00,0.000611099,0.002302569,0.010523528,0.004308563,0.006604163,-0.00437206,-0.00206435,-0.015108729,0
271006,2026-07-15T14:26:42.704386+00:00,0.00043424,0.002303176,0.010047597,0.004205754,0.006158098,-0.004509559,-0.002331172,-0.015105421,0
272010,2026-07-15T14:26:43.707583+00:00,0.000504642,0.002288932,0.009902203,0.003219811,0.006032722,-0.004774689,-0.002531324,-0.015093846,0
273014,2026-07-15T14:26:44.716225+00:00,0.000504054,0.002288952,0.009784953,0.003163445,0.005867763,-0.004878008,-0.002756882,-0.015091447,0
274017,2026-07-15T14:26:45.717987+00:00,0.000506829,0.002269301,0.009765638,0.00274945,0.005279685,-0.005032551,-0.003314669,-0.015078826,0
275022,2026-07-15T14:26:46.723068+00:00,0.000800716,0.002275399,0.009884571,0.002697627,0.00483978,-0.005061446,-0.003400753,-0.015092725,0
276028,2026-07-15T14:26:47.726933+00:00,0.001366703,0.002255969,0.010223959,0.002542107,0.005245876,-0.004701726,-0.003882026,-0.015109512,0
277032,2026-07-15T14:26:48.729247+00:00,0.00153419,0.002270871,0.010100882,0.002238517,0.004319319,-0.003198995,0.003972293,-0.005780629,0
278457,2026-07-15T14:26:50.155755+00:00,0.001295185,0.009848469,0.009781242,0.009640393,0.011599521,0.004861146,0.019423157,0.011342499,0
279882,2026-07-15T14:26:51.592055+00:00,0.001369104,0.025243968,0.00879947,0.024544459,0.023979167,0.020512611,0.05059715,0.044048797,0
280997,2026-07-15T14:26:52.705605+00:00,0.000859616,0.056209009,0.007789932,0.053387355,0.029403359,0.051990204,0.113029838,0.070372663,0
281802,2026-07-15T14:26:53.505374+00:00,0.000899371,0.110275947,0.006995439,0.066446871,0.031710017,0.076996773,0.176695943,0.084093153,0
282492,2026-07-15T14:26:54.193082+00:00,0.000862537,0.137017936,0.006356684,0.072561815,0.032465983,0.089570798,0.236142471,0.097616211,0
283492,2026-07-15T14:26:55.194978+00:00,0.000926709,0.162809327,0.004911414,0.077960327,0.032711543,0.101522461,0.29078728,0.110734776,0
284492,2026-07-15T14:26:56.202209+00:00,0.001006286,0.187492445,0.004485327,0.082617082,0.033089541,0.112757564,0.340435565,0.123385035,0
285802,2026-07-15T14:26:57.502937+00:00,0.000797006,0.211251587,0.003957276,0.086776391,0.039765365,0.152501389,0.430157185,0.146137565,0
286492,2026-07-15T14:26:58.191429+00:00,0.000270622,0.257203728,0.002686305,0.096590638,0.039817583,0.191082895,0.518939376,0.16829887,0
287492,2026-07-15T14:26:59.193761+00:00,0.000209178,0.300955355,0.002003589,0.105902053,0.040450562,0.226537466,0.594563544,0.180426091,0
288492,2026-07-15T14:26:59.986164+00:00,0.000212823,0.335250199,0.001529208,0.106763043,0.033433396,0.253044665,0.658508599,0.184013948,0
289492,2026-07-15T14:27:01.202006+00:00,0.00020958,0.360185266,0.001296112,0.0992385,0.020781871,0.269578159,0.703780115,0.171776652,0
290802,2026-07-15T14:27:02.498686+00:00,0.000237653,0.367933035,0.001180461,0.076998368,0.019006684,0.26806742,0.676738203,0.156068981,0
291492,2026-07-15T14:27:03.201874+00:00,0.000275905,0.332482368,0.001134852,0.067413151,0.016716836,0.272104472,0.648365974,0.152780533,0
292492,2026-07-15T14:27:04.199555+00:00,0.000283712,0.323577255,0.00114082,0.064719602,0.015800975,0.287178129,0.622512341,0.149308473,0
293492,2026-07-15T14:27:05.200980+00:00,0.000282747,0.314956903,0.001146124,0.062524863,0.014991054,0.301429212,0.599821866,0.145954102,0
294492,2026-07-15T14:27:06.195005+00:00,0.000274844,0.306738645,0.001152971,0.060677469,0.014251103,0.314819396,0.580991149,0.142780989,0
295802,2026-07-15T14:27:07.500520+00:00,0.000264578,0.299131364,0.001147406,0.067384191,0.00880461,0.298198134,0.505702674,0.125476122,0
296494,2026-07-15T14:27:08.197525+00:00,0.000238184,0.260839522,0.001017393,0.058330834,0.008036302,0.281618685,0.431897312,0.108676948,0
297495,2026-07-15T14:27:09.202123+00:00,0.000219453,0.224529862,0.000897009,0.049829815,0.007237066,0.265805215,0.362174809,0.092461906,0
298508,2026-07-15T14:27:10.002869+00:00,0.000217064,0.189865127,0.000779791,0.041800283,0.006514204,0.25110358,0.295925736,0.076864056,0
299647,2026-07-15T14:27:11.350675+00:00,0.000153713,0.156545624,0.000659834,0.03432839,0.005859853,0.23797226,0.244913697,0.071704537,0
300802,2026-07-15T14:27:12.500347+00:00,0.000201386,0.145960301,0.000678995,0.034772992,0.003787565,0.45797053,0.233933762,0.069275841,0
301519,2026-07-15T14:27:13.218134+00:00,0.000172742,0.140876859,0.0006774,0.031781524,0.003752722,0.464887053,0.223886698,0.066878125,0
302524,2026-07-15T14:27:14.226212+00:00,0.000181366,0.136226684,0.00067461,0.029052079,0.003705349,0.471814811,0.214646846,0.064720273,0
303530,2026-07-15T14:27:15.229080+00:00,0.000199045,0.131888345,0.000662958,0.026453534,0.003671461,0.478819609,0.206243798,0.062722757,0
304544,2026-07-15T14:27:16.246722+00:00,0.000212064,0.127957076,0.000651629,0.023971397,0.003639258,0.486355215,0.198338121,0.060803168,0
305802,2026-07-15T14:27:17.506228+00:00,0.000217341,0.124061443,0.000652669,0.016453099,0.005742783,0.713618398,0.205637485,0.059813403,0
306558,2026-07-15T14:27:18.259646+00:00,0.000222265,0.122171305,0.000658611,0.015883442,0.005724016,0.706255019,0.21244736,0.05885648,0
307647,2026-07-15T14:27:19.344255+00:00,0.00021984,0.120462522,0.000660026,0.015358296,0.005711089,0.700186849,0.218841001,0.07074742,0
308647,2026-07-15T14:27:20.142157+00:00,0.000242781,0.136245072,0.00069806,0.014953797,0.005740735,0.70803529,0.24557285,0.069904752,0
309585,2026-07-15T14:27:21.283988+00:00,0.000260164,0.151894718,0.000735666,0.014571938,0.005782458,0.716188788,0.259457767,0.058781989,0
310802,2026-07-15T14:27:22.501680+00:00,0.00019047,0.145633861,0.000625893,0.006990966,0.004038533,0.479394346,0.254303694,0.054686569,0
311615,2026-07-15T14:27:23.313196+00:00,0.000212419,0.153830618,0.00061932,0.006618703,0.004013885,0.456442833,0.248948097,0.050677914,0
312647,2026-07-15T14:27:24.349223+00:00,0.000229844,0.161703542,0.000601149,0.006274821,0.003992575,0.434474468,0.243782312,0.052094828,0
313647,2026-07-15T14:27:25.352347+00:00,0.000638898,0.169340536,0.000570497,0.005854319,0.003929145,0.407761961,0.229991883,0.046443753,0
