timestamp_ms,wall_time,voltage_MQ8,voltage_MQ135,voltage_MQ3,voltage_MQ5,voltage_MQ4,voltage_MQ7,voltage_MQ6,voltage_MQ2
2555584,2026-07-13T06:36:49.132116+00:00,0,0,0,0,0,0,0,0
2556601,2026-07-13T06:36:50.147904+00:00,0,0,0,0,0,0,0,0
2557602,2026-07-13T06:36:51.146710+00:00,0,0,0,0,0,0,0,0
2558618,2026-07-13T06:36:52.165532+00:00,0,0,0,0,0,0,0,0
2559623,2026-07-13T06:36:53.179324+00:00,0,0,0,0,0,0,0,0
2560623,2026-07-13T06:36:54.171341+00:00,0,0,0,0,0,0,0,0
2561639,2026-07-13T06:36:55.190248+00:00,0,0,0,0,0,0,0,0
2562645,2026-07-13T06:36:56.192235+00:00,0,0,0,0,0,0,0,0
2563651,2026-07-13T06:36:57.204237+00:00,0,0,0,0,0,0,0,0
2564668,2026-07-13T06:36:58.218232+00:00,0,0,0,0,0,0,0,0
2565678,2026-07-13T06:36:59.220237+00:00,0,0,0,0,0,0,0,0
2566683,2026-07-13T06:37:00.237243+00:00,0,0,0,0,0,0,0,0
2567704,2026-07-13T06:37:01.249160+00:00,0,0,0,0,0,0,0,0
2568710,2026-07-13T06:37:02.253036+00:00,0,0,0,0,0,0,0,0
2569707,2026-07-13T06:37:03.261854+00:00,0,0,0,0,0,0,0,0
2570722,2026-07-13T06:37:04.273929+00:00,0,0,0,0,0,0,0,0
2571737,2026-07-13T06:37:05.284922+00:00,0,0,0,0,0,0,0,0
2572753,2026-07-13T06:37:06.299919+00:00,0,0,0,0,0,0,0,0
2573759,2026-07-13T06:37:07.313312+00:00,0,0,0,0,0,0,0,0
2574775,2026-07-13T06:37:08.322307+00:00,0,0,0,0,0,0,0,0
2575786,2026-07-13T06:37:09.333338+00:00,0,0,0,0,0,0,0,0
2576791,2026-07-13T06:37:10.340092+00:00,0,0,0,0,0,0,0,0
2577801,2026-07-13T06:37:11.346516+00:00,0,0,0,0,0,0,0,0
2578797,2026-07-13T06:37:12.345132+00:00,0,0,0,0,0,0,0,0
2579803,2026-07-13T06:37:13.349973+00:00,0,0,0,0,0,0,0,0
2580799,2026-07-13T06:37:14.349390+00:00,0,0,0,0,0,0,0,0
2581804,2026-07-13T06:37:15.351892+00:00,0,0,0,0,0,0,0,0
2582809,2026-07-13T06:37:16.356286+00:00,0,0,0,0,0,0,0,0
264,2026-07-13T06:37:17.528367+00:00,0,0,0,0,0,0,0,0
1119,2026-07-13T06:37:18.172367+00:00,0,0,0,0,0,0,0,0
1431,2026-07-13T06:37:19.017368+00:00,0,0,0,0,0,0,0,0
4616,2026-07-13T06:37:21.669301+00:00,0,0,0,0,0,0,0,0
4770,2026-07-13T06:37:21.823301+00:00,0,0,0,0,0,0,0,0
4924,2026-07-13T06:37:22.680302+00:00,0,0,0,0,0,0,0,0
5797,2026-07-13T06:37:23.690514+00:00,0,0,0,0,0,0,0,0
6954,2026-07-13T06:37:24.696980+00:00,0,0,0,0,0,0,0,0
7984,2026-07-13T06:37:25.705022+00:00,0,0,0,0,0,0,0,0
8824,2026-07-13T06:37:26.712117+00:00,0,0,0,0,0,0,0,0
9825,2026-07-13T06:37:27.717710+00:00,0,0,0,0,0,0,0,0
10835,2026-07-13T06:37:28.723524+00:00,-2.9525e-05,0.081941508,0.001223522,-2.7241e-05,-0.000284717,-0.000472488,-0.000765215,0.289624125
11836,2026-07-13T06:37:29.726834+00:00,6.248651516e-06,0.081861213,0.001210485,-1.6151e-05,-0.000322807,-0.000495337,-0.000521336,0.289388657
