timestamp_ms,wall_time,voltage_MQ8,voltage_MQ135,voltage_MQ3,voltage_MQ5,voltage_MQ4,voltage_MQ7,voltage_MQ6,voltage_MQ2,saturated
72825,2026-07-15T07:52:26.706975+00:00,0.005164022,0.002260233,0.019677944,0.004535575,0.003733444,-0.004871908,-0.00326659,-0.010800373,0
73826,2026-07-15T07:52:27.713339+00:00,0.004580078,0.002255327,0.01940636,0.005362362,0.004301431,-0.005618001,-0.003602729,-0.010890059,0
74835,2026-07-15T07:52:28.724098+00:00,0.005005326,0.002247692,0.019452861,0.006005392,0.005220569,-0.005858094,-0.003644864,-0.010583693,0
75849,2026-07-15T07:52:29.738036+00:00,0.004765728,0.002256677,0.018992361,0.006054017,0.005786107,-0.00582189,-0.004049412,-0.010642972,0
76859,2026-07-15T07:52:30.746083+00:00,0.004322854,0.002240819,0.018828165,0.006655814,0.005055919,-0.00498159,-0.004050218,-0.011405917,0
77870,2026-07-15T07:52:31.754895+00:00,0.004235598,0.002233909,0.018732484,0.006614526,0.004990815,-0.005033617,-0.003403947,-0.01147477,0
78871,2026-07-15T07:52:32.758419+00:00,0.003784296,0.002231245,0.018802764,0.006252309,0.004651594,-0.004964381,-0.003363348,-0.011107155,0
79882,2026-07-15T07:52:33.768054+00:00,0.003592871,0.002232154,0.018831421,0.005911624,0.005097179,-0.004866719,-0.003394988,-0.010962302,0
80895,2026-07-15T07:52:34.776249+00:00,0.003201396,0.002216669,0.018701833,0.00496661,0.005372836,-0.004828059,-0.003230992,-0.011149216,0
81903,2026-07-15T07:52:35.789933+00:00,0.002771131,0.002218962,0.018556286,0.005909058,0.006250466,-0.00507859,-0.002461964,-0.010443623,0
82912,2026-07-15T07:52:36.798449+00:00,0.003444593,0.002205332,0.01872484,0.006098435,0.006299921,-0.0044424,-0.002627666,-0.010326409,0
83923,2026-07-15T07:52:37.806549+00:00,0.004158123,0.002213849,0.019147741,0.005925372,0.005441568,-0.003743966,-0.003217935,-0.00966568,0
84935,2026-07-15T07:52:38.824511+00:00,0.004068374,0.002186086,0.019133409,0.006116944,0.005378809,-0.003927946,-0.003220207,-0.010299039,0
85952,2026-07-15T07:52:39.835692+00:00,0.004116109,0.002195799,0.01920308,0.006395684,0.005460822,-0.003708513,-0.002573299,-0.010332564,0
86964,2026-07-15T07:52:40.848757+00:00,0.00430287,0.002198044,0.019041771,0.005553539,0.005503504,-0.0041813,-0.002626336,-0.010481152,0
87972,2026-07-15T07:52:41.857331+00:00,0.004718017,0.002225435,0.01919743,0.005476926,0.005271426,-0.003943819,-0.003405055,-0.010758603,0
88983,2026-07-15T07:52:42.865340+00:00,0.005580007,0.002215379,0.019279545,0.00630489,0.005661208,-0.003534144,-0.002763755,-0.010856519,0
89992,2026-07-15T07:52:43.877071+00:00,0.005970418,0.002225908,0.019370973,0.007025509,0.005877857,-0.003433206,-0.003505296,-0.010768333,0
91001,2026-07-15T07:52:44.885023+00:00,0.006359876,0.002234622,0.019268114,0.007092944,0.005301913,-0.002763216,-0.002817828,-0.01106319,0
92011,2026-07-15T07:52:45.893010+00:00,0.005911696,0.002240614,0.019360643,0.006298911,0.005000656,-0.002526421,-0.003426332,-0.011489065,0
93018,2026-07-15T07:52:46.901297+00:00,0.005435733,0.002255074,0.018972734,0.006853031,0.005748413,-0.002933934,-0.002836488,-0.012282864,0
94024,2026-07-15T07:52:47.909712+00:00,0.005071396,0.002246591,0.018991292,0.007124425,0.005929871,-0.00357962,-0.002367167,-0.01217779,0
95037,2026-07-15T07:52:48.923993+00:00,0.00523769,0.002276114,0.019212957,0.006703953,0.005670852,-0.003337943,-0.002207867,-0.011893826,0
96051,2026-07-15T07:52:49.933087+00:00,0.005226375,0.002275108,0.019256683,0.006568593,0.006070788,-0.003463115,-0.002254741,-0.011402389,0
97057,2026-07-15T07:52:50.938955+00:00,0.005255659,0.002285276,0.019318117,0.007290134,0.006440242,-0.003077304,-0.002198504,-0.011241132,0
98062,2026-07-15T07:52:51.946487+00:00,0.004349533,0.002272513,0.019048441,0.008009157,0.006433906,-0.00304357,-0.001901052,-0.01025077,0
99071,2026-07-15T07:52:52.956850+00:00,0.004410321,0.002271089,0.018519552,0.008484764,0.006807478,-0.003177459,-0.001813665,-0.010231969,0
100083,2026-07-15T07:52:53.966709+00:00,0.004026161,0.002258561,0.018438416,0.007954294,0.006347714,-0.002335971,-0.001575796,-0.009612991,0
101089,2026-07-15T07:52:54.972902+00:00,0.003293554,0.002266057,0.01824807,0.008233271,0.007012057,-0.002641664,-0.002142469,-0.009723345,0
102098,2026-07-15T07:52:55.985308+00:00,0.003483561,0.002273612,0.017888881,0.009067514,0.006570582,-0.002899938,-0.001406446,-0.009843789,0
103107,2026-07-15T07:52:56.994856+00:00,0.003464048,0.002273236,0.018060645,0.009147653,0.006137052,-0.003073442,-0.002360842,-0.009508139,0
104118,2026-07-15T07:52:58.004937+00:00,0.002873101,0.002288914,0.017823895,0.00840311,0.006838334,-0.003190558,-0.002696834,-0.010318848,0
105124,2026-07-15T07:52:59.009056+00:00,0.002017356,0.002276931,0.018077493,0.008702608,0.006493533,-0.003493519,-0.00353808,-0.010819159,0
106127,2026-07-15T07:53:00.012699+00:00,0.002017363,0.002268399,0.018333711,0.008712539,0.00613623,-0.003580106,-0.003661551,-0.011323911,0
107138,2026-07-15T07:53:01.023266+00:00,0.002183192,0.002236768,0.018613985,0.009006529,0.005770632,-0.003754656,-0.003499014,-0.011319154,0
108143,2026-07-15T07:53:02.026160+00:00,0.00230047,0.00222147,0.018845821,0.009181191,0.006041876,-0.003996461,-0.003499611,-0.012267444,0
109152,2026-07-15T07:53:03.038392+00:00,0.001444207,0.002243856,0.018838406,0.008402579,0.005636257,-0.003498409,-0.00408832,-0.012692668,0
110159,2026-07-15T07:53:04.043871+00:00,0.001961656,0.002236384,0.01860976,0.008809654,0.005931893,-0.004560716,-0.003822769,-0.013160959,0
111168,2026-07-15T07:53:05.048207+00:00,0.002541536,0.002244676,0.018910334,0.008386551,0.005226619,-0.004276854,-0.003821968,-0.013377878,0
112183,2026-07-15T07:53:06.068289+00:00,0.003115324,0.00224066,0.019200685,0.008103854,0.00571641,-0.003917278,-0.003979112,-0.013080651,0
113194,2026-07-15T07:53:07.077304+00:00,0.003533465,0.002219665,0.019190203,0.007377448,0.006404544,-0.003983911,-0.0038869,-0.013079448,0
114202,2026-07-15T07:53:08.086766+00:00,0.003512363,0.00219473,0.018916402,0.006784379,0.004889741,-0.003988827,-0.004369792,-0.013091381,0
