timestamp_local,elapsed_s,phase,duty_pct,mq8_v
"2026-07-31 16:54:05.758 +07:00","0.663","HOT_BASELINE_100","100","-0.000811032"
"2026-07-31 16:54:06.452 +07:00","1.417","HOT_BASELINE_100","100","-0.000865137"
"2026-07-31 16:54:07.147 +07:00","2.113","HOT_BASELINE_100","100","-0.000865191"
"2026-07-31 16:54:07.831 +07:00","2.798","HOT_BASELINE_100","100","-0.000855924"
"2026-07-31 16:54:08.514 +07:00","3.483","HOT_BASELINE_100","100","-0.000854816"
"2026-07-31 16:54:09.203 +07:00","4.172","HOT_BASELINE_100","100","-0.000845188"
"2026-07-31 16:54:09.879 +07:00","4.849","HOT_BASELINE_100","100","-0.000840345"
"2026-07-31 16:54:10.560 +07:00","5.528","HOT_BASELINE_100","100","-0.000888183"
"2026-07-31 16:54:11.318 +07:00","6.283","HOT_BASELINE_100","100","-0.000874604"
"2026-07-31 16:54:11.997 +07:00","6.966","HOT_BASELINE_100","100","-0.000874604"
"2026-07-31 16:54:12.714 +07:00","7.678","HOT_BASELINE_100","100","-0.000874604"
"2026-07-31 16:54:13.554 +07:00","8.521","HOT_BASELINE_100","100","-0.000913591"
"2026-07-31 16:54:14.239 +07:00","9.206","HOT_BASELINE_100","100","-0.000902432"
"2026-07-31 16:54:14.917 +07:00","9.887","HOT_BASELINE_100","100","-0.000863475"
"2026-07-31 16:54:15.584 +07:00","10.554","HOT_BASELINE_100","100","-0.00089319"
"2026-07-31 16:54:16.277 +07:00","11.243","HOT_BASELINE_100","100","-0.000896854"
"2026-07-31 16:54:16.955 +07:00","11.924","HOT_BASELINE_100","100","-0.000907406"
"2026-07-31 16:54:17.646 +07:00","12.6","HOT_BASELINE_100","100","-0.000926807"
"2026-07-31 16:54:18.334 +07:00","13.298","HOT_BASELINE_100","100","-0.000930013"
"2026-07-31 16:54:19.017 +07:00","13.987","HOT_BASELINE_100","100","-0.000915596"
"2026-07-31 16:54:19.700 +07:00","14.67","HOT_BASELINE_100","100","-0.000923123"
"2026-07-31 16:54:20.402 +07:00","15.367","HOT_BASELINE_100","100","-0.000901588"
"2026-07-31 16:54:21.084 +07:00","16.053","HOT_BASELINE_100","100","-0.000908719"
"2026-07-31 16:54:21.759 +07:00","16.728","HOT_BASELINE_100","100","-0.000918492"
"2026-07-31 16:54:22.450 +07:00","17.42","HOT_BASELINE_100","100","-0.000918492"
"2026-07-31 16:54:23.145 +07:00","18.114","HOT_BASELINE_100","100","-0.000918492"
"2026-07-31 16:54:23.961 +07:00","18.93","HOT_BASELINE_100","100","-0.000884856"
"2026-07-31 16:54:24.638 +07:00","19.607","HOT_BASELINE_100","100","-0.000894579"
"2026-07-31 16:54:25.326 +07:00","20.296","HOT_BASELINE_100","100","-0.000877438"
"2026-07-31 16:54:26.015 +07:00","20.984","HOT_BASELINE_100","100","-0.00085673"
"2026-07-31 16:54:26.693 +07:00","21.662","HOT_BASELINE_100","100","-0.000857955"
"2026-07-31 16:54:27.383 +07:00","22.352","HOT_BASELINE_100","100","-0.000840104"
"2026-07-31 16:54:28.068 +07:00","23.036","HOT_BASELINE_100","100","-0.000834882"
"2026-07-31 16:54:28.748 +07:00","23.717","HOT_BASELINE_100","100","-0.000844972"
"2026-07-31 16:54:29.444 +07:00","24.411","HOT_BASELINE_100","100","-0.000845569"
"2026-07-31 16:54:30.128 +07:00","25.098","HOT_BASELINE_100","100","-0.000844694"
"2026-07-31 16:54:30.808 +07:00","25.777","HOT_BASELINE_100","100","-0.000836797"
"2026-07-31 16:54:31.524 +07:00","26.488","HOT_BASELINE_100","100","-0.000827153"
"2026-07-31 16:54:32.216 +07:00","27.181","HOT_BASELINE_100","100","-0.000827153"
"2026-07-31 16:54:32.907 +07:00","27.876","HOT_BASELINE_100","100","-0.000827153"
"2026-07-31 16:54:33.761 +07:00","28.725","HOT_BASELINE_100","100","-0.000833095"
"2026-07-31 16:54:34.449 +07:00","29.418","HOT_BASELINE_100","100","-0.000846448"
"2026-07-31 16:54:35.139 +07:00","30.108","HOT_BASELINE_100","100","-0.000823518"
"2026-07-31 16:54:35.830 +07:00","30.798","HOT_BASELINE_100","100","-0.000831064"
"2026-07-31 16:54:36.513 +07:00","31.481","HOT_BASELINE_100","100","-0.000811624"
