timestamp_local,elapsed_s,phase,duty_pct,mq8_v
"2026-08-04 12:54:04.109 +07:00","1.8322718999999998","BASELINE_100","100","-0.000989282"
"2026-08-04 12:54:05.101 +07:00","2.8237725","BASELINE_100","100","-0.000994895"
"2026-08-04 12:54:05.796 +07:00","3.5193136999999997","BASELINE_100","100","-0.000979883"
"2026-08-04 12:54:06.480 +07:00","4.2032953","BASELINE_100","100","-0.000970246"
"2026-08-04 12:54:07.163 +07:00","4.8857965","BASELINE_100","100","-0.000962971"
"2026-08-04 12:54:07.866 +07:00","5.5891496","BASELINE_100","100","-0.000950188"
"2026-08-04 12:54:08.546 +07:00","6.2691197999999995","BASELINE_100","100","-0.000940436"
"2026-08-04 12:54:09.226 +07:00","6.9492394","BASELINE_100","100","-0.000953886"
"2026-08-04 12:54:09.918 +07:00","7.6411586","BASELINE_100","100","-0.000957571"
"2026-08-04 12:54:10.606 +07:00","8.3291702","BASELINE_100","100","-0.000962211"
